,date,snippet-count,positive-polarity,negative-polarity,polarity,happy,sad,angry,fear,surprise
13,2009-10-04,71,0.28872260015117157,-0.251852904040404,0.06975629026685363,0.05661971830985916,0.20295774647887324,0.029436619718309857,0.5029577464788733,0.20661971830985915
14,2009-10-11,156,0.254880491848577,-0.2814657738095238,0.05407504835332216,0.08051282051282052,0.21307692307692308,0.029230769230769234,0.4387179487179487,0.22493589743589745
15,2009-10-18,116,0.292122133185963,-0.27388888888888885,0.09140181836841318,0.05551724137931035,0.1664655172413793,0.02879310344827586,0.5005172413793104,0.24793103448275863
16,2009-10-25,196,0.28179066859066854,-0.22257034632034628,0.08234074174125194,0.07127551020408164,0.15474489795918367,0.0351530612244898,0.4971428571428571,0.23571428571428574
17,2009-11-01,127,0.23722487345106388,-0.27504461279461273,0.05749581221178521,0.053385826771653544,0.1837007874015748,0.03267716535433071,0.5022834645669291,0.22755905511811023
18,2009-11-08,105,0.2814332955404384,-0.25505839646464645,0.0854158335051192,0.08323809523809524,0.17314285714285715,0.047809523809523816,0.47085714285714286,0.21523809523809526
19,2009-11-15,103,0.22692850056689337,-0.17158332597108106,0.06164933276193678,0.07262135922330097,0.16582524271844662,0.041359223300970874,0.561747572815534,0.13893203883495145
20,2009-11-22,156,0.2641744711142032,-0.24620225694444442,0.06997938172938173,0.07653846153846154,0.1967948717948718,0.04737179487179487,0.45737179487179486,0.2205128205128205
21,2009-11-29,315,0.2672446679748081,-0.25031155391449506,0.05583689502737121,0.08784126984126985,0.18942857142857145,0.028698412698412702,0.4905714285714286,0.1961904761904762
22,2009-12-06,603,0.23648271720969088,-0.21258188831777539,0.05774021267062015,0.05714759535655058,0.1792039800995025,0.0369983416252073,0.5101492537313433,0.21422885572139305
23,2009-12-13,1923,0.23639781768868862,-0.2530692945804886,0.061802728556094755,0.06494019760790432,0.17852834113364535,0.03722828913156526,0.4748725949037962,0.2354810192407696
24,2009-12-20,1098,0.2567035889282913,-0.25364438233137826,0.0806966666770287,0.0708287795992714,0.19266848816029145,0.03996357012750456,0.4645810564663024,0.21762295081967215
25,2009-12-27,265,0.25752171143371433,-0.26696599616858235,0.07331659445052302,0.06445283018867926,0.21928301886792453,0.03905660377358491,0.4350188679245283,0.22641509433962265
26,2010-01-03,79,0.22967438358742706,-0.28842179232804227,0.02918736414780718,0.07835443037974683,0.20772151898734179,0.02291139240506329,0.49050632911392406,0.18582278481012657
27,2010-01-10,139,0.2498977633477633,-0.26247176434676434,0.041609050422000055,0.06683453237410072,0.17532374100719425,0.03784172661870504,0.47597122302158273,0.22805755395683452
28,2010-01-17,92,0.2809484534282921,-0.20031144781144777,0.05910310822286754,0.08380434782608695,0.21880434782608696,0.034456521739130434,0.4248913043478261,0.2373913043478261
29,2010-01-24,75,0.28094370039682537,-0.20594396344396343,0.07901941638608305,0.061333333333333344,0.17906666666666665,0.03933333333333334,0.4224,0.2964
30,2010-01-31,192,0.2460063741405653,-0.24885076252723307,0.07283561772773081,0.0715625,0.19875,0.056302083333333336,0.47734375,0.19541666666666668
31,2010-02-07,119,0.2445523689273689,-0.24371136964886964,0.045127100082457225,0.07504201680672269,0.20890756302521007,0.09277310924369749,0.45596638655462185,0.15773109243697478
32,2010-02-14,501,0.23065572275279847,-0.23370260196153053,0.03975520944985587,0.08023952095808384,0.1703193612774451,0.02634730538922156,0.48351297405189625,0.23469061876247505
33,2010-02-21,304,0.21356381024082882,-0.3222644694715007,0.03799910248938091,0.08118421052631579,0.16973684210526316,0.05881578947368421,0.4554934210526316,0.23072368421052633
34,2010-02-28,102,0.22126165501165498,-0.25070601851851854,0.023794244970715556,0.05352941176470588,0.2227450980392157,0.04470588235294118,0.49470588235294116,0.18352941176470586
35,2010-03-07,93,0.23411189820280728,-0.34607142857142853,0.052261895064314424,0.1053763440860215,0.1467741935483871,0.09473118279569893,0.4939784946236559,0.1586021505376344
36,2010-03-14,94,0.2464748130657221,-0.27499999999999997,0.057239271514537476,0.051808510638297875,0.20393617021276597,0.07606382978723404,0.5011702127659574,0.16648936170212766
37,2010-03-21,47,0.2633982683982684,-0.29823863636363634,-0.024577806944828206,0.046595744680851064,0.20872340425531916,0.06553191489361702,0.49255319148936166,0.18574468085106383
38,2010-03-28,96,0.27239720418470414,-0.23157771915584416,0.1021913611562049,0.07145833333333333,0.20468750000000002,0.033229166666666664,0.49,0.2003125
39,2010-04-04,195,0.25504845220916644,-0.22429473304473302,0.10012423158851728,0.09384615384615384,0.1914871794871795,0.02984615384615385,0.45266666666666666,0.22630769230769232
40,2010-04-11,116,0.2883041670069972,-0.22481628787878788,0.12157869489227247,0.058362068965517246,0.2142241379310345,0.10189655172413793,0.4894827586206897,0.13543103448275862
41,2010-04-18,127,0.25510788952649416,-0.20850694444444443,0.07764842441023542,0.06787401574803151,0.17795275590551182,0.09622047244094489,0.47669291338582676,0.18078740157480316
42,2010-04-25,246,0.24192685187182694,-0.21103156565656564,0.06731291242578988,0.07333333333333333,0.1623170731707317,0.07174796747967481,0.5119918699186992,0.18004065040650405
43,2010-05-02,218,0.26065906868896,-0.23605623029234138,0.0609359892889136,0.08178899082568808,0.21096330275229358,0.02798165137614679,0.4857798165137615,0.18357798165137615
44,2010-05-09,50,0.23558441558441556,-0.35555555555555557,0.05120009276437845,0.08440000000000002,0.2304,0.0226,0.4446,0.2168
45,2010-05-16,106,0.2685733637920227,-0.26508547008547007,0.09591585488485757,0.10537735849056604,0.18716981132075472,0.022452830188679246,0.5082075471698113,0.17622641509433962
46,2010-05-23,0,,,,,,,,
47,2010-05-30,0,,,,,,,,
48,2010-06-06,0,,,,,,,,
49,2010-06-13,17,0.4371088435374149,-0.1666666666666666,0.16449579831932773,0.09705882352941177,0.2635294117647059,0.05705882352941177,0.29470588235294115,0.2882352941176471
50,2010-06-20,180,0.2403040346648301,-0.2383325216450216,0.05495741547180039,0.076,0.1911111111111111,0.04105555555555556,0.45444444444444443,0.23672222222222222
51,2010-06-27,32,0.3409940676607343,-0.17542087542087537,0.15116717772967772,0.096875,0.1975,0.0753125,0.4375,0.19125
52,2010-07-04,67,0.2643362193362193,-0.23582175925925922,0.03327973036794999,0.07477611940298508,0.18194029850746268,0.054029850746268655,0.47044776119402987,0.21805970149253734
53,2010-07-11,81,0.24543135435992577,-0.2058509199134199,0.05027785571767054,0.0734567901234568,0.17740740740740743,0.043333333333333335,0.48395061728395067,0.22123456790123458
54,2010-07-18,47,0.2755284541847042,-0.14988425925925924,0.11514151136491561,0.044468085106382976,0.20106382978723403,0.05978723404255319,0.4704255319148936,0.22319148936170213
55,2010-07-25,41,0.33917748917748913,-0.25601851851851853,0.050169112730088325,0.04390243902439025,0.19902439024390245,0.04634146341463415,0.514390243902439,0.19609756097560974
56,2010-08-01,33,0.21424221611721606,-0.3483796296296296,0.04934286042240586,0.08484848484848485,0.1484848484848485,0.026363636363636363,0.4903030303030303,0.24787878787878787
57,2010-08-08,27,0.3043810125060125,-0.15583333333333324,0.13508636630858853,0.12444444444444444,0.2437037037037037,0.03370370370370371,0.38074074074074077,0.21703703703703706
58,2010-08-15,93,0.23663082425731233,-0.18595147907647905,0.0725179045225128,0.10258064516129033,0.16021505376344086,0.03698924731182796,0.4309677419354839,0.2681720430107527
59,2010-08-22,39,0.2514164333995161,-0.2778409090909091,0.0924598615670044,0.11384615384615386,0.21692307692307694,0.027692307692307693,0.38897435897435895,0.2505128205128205
60,2010-08-29,129,0.28897013432727714,-0.2574300334168755,0.050130130804964694,0.06317829457364342,0.16666666666666666,0.02201550387596899,0.5106976744186046,0.22899224806201549
61,2010-09-05,30,0.2207069418676561,-0.19190476190476186,0.026941043083900232,0.051333333333333335,0.07200000000000001,0.04566666666666667,0.6739999999999999,0.15666666666666668
62,2010-09-12,80,0.28748015873015875,-0.26894731040564374,0.040598462301587306,0.06525,0.160375,0.03075,0.47862499999999997,0.264375
63,2010-09-19,34,0.1511742424242424,-0.24270833333333333,-0.0010634405277262337,0.05529411764705883,0.20676470588235296,0.055,0.5129411764705882,0.16970588235294118
64,2010-09-26,60,0.21595450400186422,-0.3424404761904762,0.04435143312375455,0.060000000000000005,0.16966666666666666,0.030500000000000003,0.48283333333333334,0.2395
65,2010-10-03,98,0.21653343782654125,-0.17956349206349206,0.04920898305209528,0.05959183673469388,0.15112244897959184,0.014081632653061225,0.43999999999999995,0.31510204081632653
66,2010-10-10,88,0.2714220779220779,-0.21197716965574107,0.06158351985766757,0.06920454545454545,0.1559090909090909,0.026022727272727274,0.5064772727272727,0.2409090909090909
67,2010-10-17,52,0.24976280663780662,-0.25,0.08560904373404371,0.08692307692307694,0.18192307692307694,0.04576923076923077,0.42403846153846153,0.2428846153846154
68,2010-10-24,42,0.30078801406926403,-0.1863215488215488,0.08733001786573215,0.0719047619047619,0.22166666666666668,0.03785714285714286,0.48047619047619045,0.18738095238095237
69,2010-10-31,21,0.262747113997114,,0.14395485466914038,0.06714285714285714,0.2180952380952381,0.017619047619047618,0.4471428571428572,0.24904761904761907
70,2010-11-07,70,0.30156233998975934,-0.37005208333333334,0.09149443413729128,0.039857142857142855,0.15157142857142855,0.03514285714285714,0.43814285714285717,0.3208571428571429
71,2010-11-14,98,0.19355071652485442,-0.3209403559403559,0.01590429672435868,0.06285714285714286,0.17816326530612245,0.03806122448979592,0.5127551020408163,0.19693877551020408
72,2010-11-21,89,0.25219705133004,-0.2678130511463845,0.08322314679256893,0.10797752808988766,0.14617977528089887,0.028426966292134835,0.4989887640449438,0.21741573033707867
73,2010-11-28,89,0.2636912234590806,-0.35903235653235654,0.05611331006696175,0.07168539325842696,0.2156179775280899,0.0501123595505618,0.44438202247191005,0.21775280898876404
74,2010-12-05,81,0.27392475371328756,-0.18264249639249636,0.11899407752251666,0.06172839506172839,0.17024691358024693,0.019012345679012346,0.524320987654321,0.22382716049382714
75,2010-12-12,50,0.23742555102849217,-0.23033333333333333,0.05463490860990861,0.0596,0.2174,0.0444,0.40740000000000004,0.2712
76,2010-12-19,41,0.1773809523809523,-0.2297178130511463,-0.02505514326942898,0.05780487804878049,0.2178048780487805,0.04341463414634147,0.474390243902439,0.20536585365853657
77,2010-12-26,48,0.2601785714285714,-0.2078236607142857,0.032714928300865795,0.0825,0.18541666666666667,0.05666666666666667,0.45416666666666666,0.219375
78,2011-01-02,221,0.226639483771565,-0.22712506337506336,0.027591453247965848,0.07398190045248869,0.19058823529411764,0.04963800904977376,0.4529864253393665,0.23217194570135746
79,2011-01-09,95,0.24019682539682538,-0.23147005772005771,0.018670003607503607,0.07010526315789474,0.23652631578947367,0.061789473684210526,0.3917894736842105,0.2394736842105263
80,2011-01-16,8,,-0.15769230769230766,-0.03786057692307693,0.03125,0.24000000000000002,0.08125,0.46375,0.18125000000000002
81,2011-01-23,45,0.26906337825534254,-0.2145833333333333,0.16733876997488106,0.04822222222222222,0.2066666666666667,0.042,0.5013333333333334,0.17777777777777778
82,2011-01-30,76,0.20515130190007036,-0.2624320124320124,0.03700641450758931,0.08539473684210526,0.215,0.0618421052631579,0.4144736842105263,0.20894736842105263
83,2011-02-06,26,0.2049715909090909,-0.19333333333333327,0.034388632201132203,0.04307692307692308,0.18884615384615386,0.05846153846153846,0.46153846153846156,0.24615384615384617
84,2011-02-13,36,0.2451697459286745,-0.275,0.06626263819220167,0.013055555555555556,0.20555555555555557,0.03361111111111111,0.45722222222222225,0.29
85,2011-02-20,22,0.2316666666666666,-0.29529761904761903,-0.0726957512184785,0.04181818181818182,0.10227272727272728,0.0890909090909091,0.504090909090909,0.21772727272727274
86,2011-02-27,17,0.19777380952380952,-0.24083333333333332,-0.005534441049146928,0.10058823529411764,0.12705882352941178,0.09352941176470589,0.5552941176470588,0.12176470588235296
87,2011-03-06,23,0.21527033730158726,,0.11164962905452035,0.1334782608695652,0.1982608695652174,0.03173913043478261,0.46956521739130436,0.16478260869565217
88,2011-03-13,14,0.17916666666666659,-0.17641369047619043,-0.03090986394557823,0.054285714285714284,0.2714285714285714,0.13285714285714284,0.3992857142857143,0.14285714285714285
89,2011-03-20,49,0.24853336940836937,-0.23610537190082645,0.06348378586643892,0.08163265306122448,0.21551020408163266,0.07122448979591837,0.45816326530612245,0.17326530612244898
90,2011-03-27,40,0.24756878306878305,-0.25222222222222224,0.0713288465007215,0.09525,0.17225000000000001,0.11274999999999999,0.4365,0.18275000000000002
91,2011-04-03,33,0.2861204481792717,-0.3830808080808081,0.11146956578774758,0.07575757575757576,0.16393939393939394,0.09090909090909091,0.4633333333333333,0.17515151515151517
92,2011-04-10,102,0.27499616223020473,-0.37083333333333335,0.07377682638712049,0.07911764705882353,0.18823529411764706,0.06274509803921569,0.3788235294117647,0.2902941176470588
93,2011-04-17,23,0.233125,-0.15,0.10405797101449274,0.13217391304347825,0.14434782608695654,0.09217391304347826,0.41739130434782606,0.21304347826086958
94,2011-04-24,77,0.2927765232887413,-0.3519116548134405,0.1187591509449116,0.11714285714285713,0.17129870129870128,0.06675324675324674,0.4538961038961039,0.18961038961038962
95,2011-05-01,66,0.25783068783068785,-0.2570603426555807,-0.01587504021351423,0.08666666666666667,0.15181818181818182,0.04303030303030303,0.5015151515151516,0.18545454545454546
96,2011-05-08,15,0.15631433381433377,,0.12912217412217408,0.035333333333333335,0.132,0.06466666666666668,0.5393333333333333,0.22933333333333333
97,2011-05-15,30,0.228013653013653,-0.44,0.08737878787878788,0.05433333333333333,0.27133333333333337,0.05366666666666667,0.45366666666666666,0.16633333333333333
98,2011-05-22,38,0.29245275888133027,-0.1708333333333333,0.09301262829693281,0.04921052631578947,0.16947368421052633,0.009736842105263158,0.5244736842105263,0.24578947368421053
99,2011-05-29,66,0.23584102712443727,-0.23597236097236093,0.06484154938375718,0.06136363636363636,0.16606060606060608,0.03848484848484848,0.5056060606060606,0.22772727272727275
100,2011-06-05,29,0.24488765203050913,-0.220625,0.02324714716956095,0.08482758620689655,0.22137931034482758,0.012758620689655172,0.5248275862068966,0.15620689655172415
101,2011-06-12,100,0.23583034712201376,-0.3262103174603174,0.08508326247165533,0.1405,0.1746,0.0241,0.4524,0.19830000000000003
102,2011-06-19,56,0.23806508967223247,-0.1589583333333333,0.1076118556188709,0.0894642857142857,0.19142857142857145,0.024642857142857143,0.4644642857142857,0.22785714285714284
103,2011-06-26,131,0.25207347711811995,-0.36070956160241874,0.059824037815450024,0.0869465648854962,0.18091603053435115,0.022977099236641225,0.4638931297709924,0.24419847328244276
104,2011-07-03,33,0.2232244318181818,-0.33055555555555555,0.08216942148760331,0.06393939393939393,0.20575757575757575,0.00787878787878788,0.46515151515151515,0.2563636363636364
105,2011-07-10,27,0.20777295215606897,-0.3179166666666667,0.026040986680867625,0.06851851851851852,0.28259259259259256,0.0,0.43703703703703706,0.2125925925925926
106,2011-07-17,39,0.222451449013949,-0.17391975308641971,0.03165861915861915,0.07461538461538463,0.17435897435897435,0.03769230769230769,0.4292307692307692,0.28384615384615386
107,2011-07-24,50,0.24537865225835145,-0.2648809523809524,0.05494275149453721,0.0558,0.2186,0.032,0.515,0.1764
108,2011-07-31,26,0.24994047619047619,-0.2666666666666666,0.04319482600732601,0.06538461538461539,0.17346153846153844,0.05230769230769231,0.4076923076923077,0.26153846153846155
109,2011-08-07,46,0.25005411255411253,-0.21952380952380945,-0.0029314075762057056,0.12760869565217392,0.16195652173913044,0.01782608695652174,0.4917391304347826,0.1791304347826087
110,2011-08-14,47,0.24168157398157397,-0.16369047619047616,0.11902641979769639,0.1072340425531915,0.225531914893617,0.048936170212765966,0.3997872340425532,0.21914893617021278
111,2011-08-21,219,0.1976786877996555,-0.25588779783901733,0.012528750015295997,0.053378995433789954,0.17378995433789957,0.02821917808219178,0.5038356164383562,0.23972602739726026
112,2011-08-28,110,0.20720964470964467,-0.23384589947089943,0.0432700271109362,0.04918181818181818,0.1809090909090909,0.03063636363636364,0.4597272727272727,0.2786363636363636
113,2011-09-04,122,0.20941871493923164,-0.21121336996336992,0.037214416877033966,0.07213114754098361,0.18598360655737706,0.05032786885245902,0.5159016393442623,0.17540983606557375
114,2011-09-11,104,0.23256753060324487,-0.21138095238095236,0.06473584127258576,0.06615384615384615,0.16480769230769232,0.014326923076923077,0.5041346153846153,0.24961538461538463
115,2011-09-18,39,0.32412280701754387,-0.2735763888888889,0.13883547008547006,0.053076923076923084,0.14256410256410257,0.03205128205128205,0.4943589743589744,0.2771794871794872
116,2011-09-25,45,0.21994931305855675,-0.24650673400673398,0.04153091573329668,0.05444444444444445,0.16911111111111113,0.050444444444444445,0.4993333333333333,0.22555555555555556
117,2011-10-02,129,0.25309754521963823,-0.24783225269274373,0.02417928460633333,0.06527131782945736,0.25875968992248066,0.034108527131782945,0.40310077519379844,0.2372093023255814
118,2011-10-09,76,0.24346885951350233,-0.2195223922902494,0.07465291938811675,0.08947368421052632,0.22986842105263156,0.0618421052631579,0.40223684210526317,0.20276315789473684
119,2011-10-16,23,0.1742739898989899,-0.3054166666666666,-0.021235452349582795,0.05434782608695652,0.1947826086956522,0.029130434782608697,0.5034782608695653,0.21695652173913044
120,2011-10-23,26,0.2170491209470801,-0.36458333333333337,0.006211548432327631,0.10230769230769231,0.2380769230769231,0.039615384615384615,0.45461538461538464,0.16576923076923078
121,2011-10-30,82,0.23650548855905998,-0.18015873015873013,0.10907031992397845,0.08951219512195122,0.1475609756097561,0.06719512195121952,0.42121951219512194,0.275
122,2011-11-06,60,0.22773403679653675,-0.21300505050505045,0.05587140752765753,0.10149999999999999,0.16466666666666668,0.075,0.441,0.21683333333333332
123,2011-11-13,42,0.22649494949494947,-0.21266889675980583,0.034733903662475085,0.07761904761904763,0.22928571428571431,0.02880952380952381,0.44190476190476186,0.2219047619047619
124,2011-11-20,68,0.26135734189182463,-0.24694113756613756,0.10332163016721839,0.0675,0.24279411764705885,0.026911764705882354,0.41764705882352937,0.24382352941176474
125,2011-11-27,64,0.24068281335522712,-0.22499999999999995,0.0973134083178726,0.04515625,0.16578125,0.0828125,0.46859375,0.23796875
126,2011-12-04,208,0.27522901454574383,-0.2456565656565656,0.12360379410602625,0.09778846153846153,0.16932692307692307,0.033365384615384616,0.4749038461538462,0.21442307692307694
127,2011-12-11,144,0.266024992449411,-0.2364012987012987,0.048755634636711016,0.08590277777777779,0.18958333333333333,0.026319444444444444,0.47854166666666664,0.19902777777777778
128,2011-12-18,85,0.240522308022308,-0.23762746512746508,0.08504260037348271,0.10105882352941176,0.16070588235294117,0.03494117647058824,0.5298823529411765,0.17270588235294118
129,2011-12-25,47,0.2565359477124183,-0.2279292929292929,0.04364237979739498,0.07127659574468086,0.12872340425531914,0.06404255319148937,0.5848936170212766,0.15063829787234043
130,2012-01-01,63,0.24011929409444932,-0.25516534391534385,0.05429361779985361,0.07761904761904763,0.1703174603174603,0.01650793650793651,0.49174603174603176,0.24317460317460318
131,2012-01-08,58,0.23188628768891925,-0.32407407407407407,0.034301929392446626,0.03189655172413793,0.26362068965517244,0.027758620689655174,0.486551724137931,0.1896551724137931
132,2012-01-15,84,0.2379545822658067,-0.32773148148148146,0.027936133688684698,0.06392857142857143,0.16630952380952382,0.02857142857142857,0.4791666666666667,0.26166666666666666
133,2012-01-22,46,0.2611139758933877,-0.1896702999381571,0.044021411430184725,0.07804347826086958,0.2073913043478261,0.10478260869565217,0.4093478260869566,0.1989130434782609
134,2012-01-29,59,0.304243485272897,-0.38430735930735926,0.017769706752757606,0.06542372881355933,0.2649152542372881,0.04338983050847458,0.39796610169491525,0.22779661016949151
135,2012-02-05,25,0.2508606656948493,-0.1651262626262626,0.05539538754895897,0.09040000000000001,0.1464,0.0604,0.4868,0.2152
136,2012-02-12,63,0.25911866682700013,-0.1572548701298701,0.09058413404643563,0.09111111111111111,0.1406349206349206,0.0326984126984127,0.5152380952380953,0.2188888888888889
137,2012-02-19,17,0.22857142857142856,-0.45238095238095233,-0.019026610644257716,0.03529411764705883,0.21294117647058824,0.01411764705882353,0.48235294117647054,0.25470588235294117
138,2012-02-26,72,0.17231398809523807,-0.2996031746031746,0.014201388888888881,0.04861111111111111,0.21055555555555555,0.03791666666666667,0.44166666666666665,0.24708333333333332
139,2012-03-04,31,0.19798504525777252,-0.23838383838383834,0.05785603733184378,0.053548387096774196,0.19193548387096776,0.0032258064516129032,0.5209677419354838,0.23
140,2012-03-11,18,0.2884523809523809,-0.15722222222222218,0.06867364117364115,0.03666666666666667,0.20666666666666667,0.10888888888888888,0.41055555555555556,0.2361111111111111
141,2012-03-18,99,0.2647301809842394,-0.29778711484593834,0.07133007825107392,0.06646464646464646,0.1405050505050505,0.02505050505050505,0.5352525252525253,0.2316161616161616
142,2012-03-25,63,0.2661660944419565,-0.21315104166666662,0.11101421671362147,0.04380952380952381,0.14555555555555555,0.010952380952380951,0.560952380952381,0.23793650793650795
143,2012-04-01,44,0.3032395382395382,-0.21874999999999994,0.10878818624557261,0.07909090909090909,0.1765909090909091,0.05590909090909091,0.45045454545454544,0.23727272727272727
144,2012-04-08,61,0.2939626862649822,-0.2741666666666666,0.11766572550530392,0.05508196721311476,0.24885245901639344,0.034262295081967216,0.41655737704918033,0.24475409836065573
145,2012-04-15,40,0.25038852813852813,-0.23365079365079358,0.075105045995671,0.10250000000000001,0.148,0.0205,0.45375,0.27475
146,2012-04-22,52,0.2069874600037643,-0.26459876543209876,0.053651851620601605,0.10057692307692309,0.16442307692307695,0.04057692307692307,0.43788461538461537,0.23673076923076924
147,2012-04-29,49,0.21432043650793647,-0.31267399267399265,0.03354758478482968,0.04795918367346939,0.16918367346938773,0.06428571428571428,0.45591836734693875,0.2624489795918367
148,2012-05-06,18,0.34047619047619043,-0.3199999999999999,0.05068662818662818,0.05333333333333334,0.27944444444444444,0.035,0.5238888888888888,0.10944444444444444
149,2012-05-13,27,0.28186291486291487,-0.18420138888888887,0.08884587083991845,0.0862962962962963,0.19111111111111112,0.047407407407407405,0.3737037037037037,0.3025925925925926
150,2012-05-20,38,0.2216867201426025,-0.3168069584736251,0.07776925584162425,0.06526315789473684,0.21105263157894735,0.027105263157894736,0.4731578947368421,0.22289473684210528
151,2012-05-27,13,0.3744739057239057,-0.2458333333333333,0.14142385392385393,0.13692307692307693,0.18846153846153849,0.04,0.36230769230769233,0.27
152,2012-06-03,9,,-0.2,0.0067901234567901226,0.05,0.1288888888888889,0.05,0.5711111111111111,0.19999999999999998
153,2012-06-10,23,0.25918388429752065,,0.12561947110860155,0.14173913043478262,0.1856521739130435,0.009565217391304347,0.44521739130434784,0.21739130434782608
154,2012-06-17,64,0.25409752284752285,-0.22954861111111108,0.0756756077194135,0.11,0.13375,0.06703125,0.49203125,0.19640625
155,2012-06-24,25,0.3364624264624264,,0.18573823953823954,0.0608,0.10279999999999999,0.04,0.5956,0.1996
156,2012-07-01,29,0.20865079365079361,-0.115625,0.01963682390406527,0.08241379310344828,0.17482758620689656,0.06241379310344828,0.46586206896551724,0.2144827586206897
157,2012-07-08,234,0.2502293891830722,-0.27238136574074073,0.08309889801556467,0.09098290598290598,0.19940170940170943,0.03307692307692308,0.4568803418803419,0.21893162393162394
158,2012-07-15,22,0.21628354978354974,-0.18667929292929294,0.001581562377016916,0.09045454545454545,0.2740909090909091,0.03681818181818182,0.36772727272727274,0.23045454545454547
159,2012-07-22,25,0.22558302808302805,-0.25,0.1096253968253968,0.0684,0.26039999999999996,0.011600000000000001,0.4028,0.256
160,2012-07-29,82,0.2869568452380952,-0.24247205687830684,0.024308160101931875,0.07451219512195123,0.21719512195121948,0.04439024390243903,0.4480487804878049,0.2147560975609756
161,2012-08-05,95,0.18757008864151717,-0.2654124579124579,0.014224144641907797,0.08263157894736843,0.16915789473684212,0.03452631578947369,0.48957894736842106,0.22284210526315792
162,2012-08-12,17,0.21914682539682534,,0.07411770768913624,0.12294117647058822,0.25529411764705884,0.036470588235294116,0.3241176470588235,0.26352941176470585
163,2012-08-19,23,0.29607142857142854,-0.2722222222222222,0.0292603833364703,0.07043478260869565,0.2034782608695652,0.004782608695652174,0.3747826086956522,0.30347826086956525
164,2012-08-26,50,0.2205612244897959,-0.20855158730158727,0.04175544733044733,0.0616,0.218,0.0408,0.4868,0.19260000000000002
165,2012-09-02,40,0.30039790764790764,-0.22777777777777775,0.13910272366522364,0.0985,0.219,0.0415,0.34325,0.2965
166,2012-09-09,44,0.23885055916305914,-0.28673469387755096,0.052254566771612214,0.17704545454545453,0.2440909090909091,0.01863636363636364,0.4020454545454546,0.1575
167,2012-09-16,7,0.19285714285714278,-0.2833333333333333,-0.026360544217687066,0.08142857142857143,0.2714285714285714,0.0,0.3114285714285714,0.3357142857142857
168,2012-09-23,11,0.17986394557823124,,0.12354978354978353,0.08454545454545455,0.14181818181818182,0.05454545454545454,0.33272727272727276,0.3836363636363636
169,2012-09-30,25,0.20759259259259258,-0.1738095238095238,0.09657868480725622,0.0308,0.256,0.0328,0.41480000000000006,0.2636
170,2012-10-07,33,0.3411084656084656,-0.16749999999999995,0.1534018759018759,0.08878787878787879,0.2384848484848485,0.015454545454545455,0.3845454545454545,0.24212121212121213
171,2012-10-14,53,0.27937671356421356,-0.14337499999999997,0.10543645688692857,0.06792452830188679,0.1920754716981132,0.049999999999999996,0.4709433962264151,0.18056603773584906
172,2012-10-21,102,0.26987280312280315,-0.22771464646464645,0.08907509177913589,0.04852941176470588,0.20186274509803923,0.029215686274509805,0.5065686274509804,0.20274509803921567
173,2012-10-28,34,0.3045931251288394,-0.1197916666666666,0.13037462333418215,0.035,0.2211764705882353,0.03852941176470588,0.48352941176470593,0.22235294117647061
